user_id,product_id,product_name,rating,votes,helpful_votes,ID
1953,53394,The Street Lawyer,5,3,3,54763
1187,208674,The Phantom of the Opera,5,3,2,649500
625,214753,True Romance (Unrated Director's Cut) (Two-Disc Special Edition),5,3,3,669092
1024,153374,Star Trek Generations,3,3,3,183202
1546,153250,Taxi Driver,1,26,3,222372
1629,201470,"The Cook, The Thief, His Wife, and Her Lover",5,9,8,52304
1096,94167,Billy Budd (Tor Classics),1,8,2,270803
266,81813,Suzanne's Diary for Nicholas (Thorndike Paperback Bestsellers),4,2,0,457602
1576,198104,No Looking Back,4,2,2,651831
550,10019,"Stalingrad: The Fateful Siege, 1942-1943",5,10,10,277465
348,41495,Kiss the Girls,4,1,1,237507
712,52314,The Bourne Identity,5,1,1,417180
1916,158847,Juventud En Extasis 2,5,4,4,641381
364,21128,The Satanic Verses (Bestselling Backlist),4,42,37,399837
665,74413,Everything's Eventual : Five Dark Tales,4,6,6,350090
1423,1406,A Night Without Armor : Poems,2,15,9,211052
1088,178083,"Henryk Gorecki: Symphony 3 ""Sorrowful Songs""",5,13,12,476855
503,210060,Lara Croft - Tomb Raider,2,13,9,247026
41,172409,The Beatles [White Album],2,9,3,704381
966,154336,The Apartment,5,2,2,191315
1916,188149,Streams,5,2,0,412972
874,59447,"The Angel Chronicles, Volume 1",4,11,10,683389
1650,69846,Moby Dick,5,7,4,234730
1502,38176,Anonymous Rex: A Detective Story,4,2,1,346727
1747,19067,Purpose-Driven® Youth Ministry,3,5,3,93817
1916,118070,"More Splash Than Cash Decorating Ideas: Over 1200 Tips, Tricks, Techniques, and Ideas to Decorate Your Home",5,8,8,43109
1916,15768,CorelDRAW 7 for Windows 95/NT: Visual QuickStart Guide,5,1,1,13854
685,31393,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",4,3,2,655462
1728,19413,Where Is God When It Hurts?,5,13,13,337931
1502,95000,Be a Loser! : Lose Inches Fast--No Diet,1,12,2,684012
1838,40958,To Kill a Mockingbird,3,9,5,501557
1636,214565,Elvira's Haunted Hills,5,10,7,289578
21,126067,JLA: A League of One,5,1,1,127091
1636,150830,Pagan Love Song,3,5,5,668480
1502,38955,"Tower of the Elf King (Secrets of Droon, 9)",4,0,0,698006
1751,191099,Run Lola Run,2,27,2,592724
178,51343,The Sight,2,5,1,239010
755,204198,Signs (Vista Series),5,7,1,646910
1505,44517,Notes from Underground and The Grand Inquisitor,1,55,8,197200
282,170538,Out of Time,3,1,0,742712
978,194919,The Pest,4,2,1,680781
1013,191368,Elvis Presley Karaoke,3,3,3,386519
1835,80388,Fear and Loathing in Las Vegas,1,28,3,335338
681,215119,Frosty the Snowman,3,6,5,541103
43,119596,Dice Angel,3,4,1,223274
270,181690,Hello Nasty,5,7,5,86650
1916,57537,Born Free: A Lioness of Two Worlds,5,1,0,519792
633,105990,The Tent of Orange Mist,2,1,1,540961
160,130561,The Lion's Game,4,1,1,121920
451,200456,K.D. Lang - Invincible Summer (DVD Audio),4,1,1,224311
1203,99961,Tribulation Force (audio CD),4,1,0,194896
374,136530,The Spiritual Society: What Lurks Beyond Postmodernism?,5,11,10,453921
1916,139706,Grace of the Clouds,5,0,0,663907
634,215391,The Sum of All Fears,3,0,0,403184
66,53853,"A Game of Thrones (A Song of Ice and Fire, Book 1)",5,1,1,112216
1916,59120,Breakaway (Star Trek: the Next Generation: Starfleet Academy),5,1,0,13431
1968,73036,The Stone Monkey (A Lincoln Rhyme Novel),4,10,9,87121
1916,64895,The Adventures of Tom Sawyer (Bullseye Step Into Classics),5,0,0,665270
398,98514,"Le Seigneur des Anneaux, Volume 2: Les Deux Tours (French Edition of Lord of the Rings, Volume 2, The Two Towers)",4,1,0,311375
1916,184008,Ain't Misbehavin,5,1,1,672460
1177,204140,Gangs of New York,3,6,2,106635
1610,135010,Four to Score (Stephanie Plum Novels (Audio)),4,7,7,90598
1196,213947,E.T. The Extra-Terrestrial,5,1,0,429303
1581,34511,The One Minute Manager : The Quickest Way to Increase Your Own Prosperity,3,20,9,343595
1916,67383,Alice Box Set--Alice's Adventures in Wonderland and Through the Looking-glass (Books of Wonder),5,9,0,715682
1716,25770,Slaves of Obsession (William Monk Novels (Hardcover)),5,25,21,141089
279,81863,The Crush (Thorndike Press Large Print Basic Series),5,6,6,135601
1536,27852,Ava's Man,5,4,3,132728
1502,208964,Juliet,5,2,0,621268
818,183216,King of the Delta Blues Singers,5,16,14,362474
1916,160370,Wanda Jackson - Greatest Hits,5,7,7,203960
23,12069,All the King's Men,4,4,2,177414
326,156344,The Wild Bunch - 30th Anniversary Edition,5,10,6,532005
1539,69963,In Harm's Way : The Sinking of the USS Indianapolis and The Extraordinary Story of Its Survivors,5,40,39,130957
1190,56465,"Isaac's Storm : A Man, a Time, and the Deadliest Hurricane in History",4,9,8,149662
1056,151412,Sommersby,5,6,5,177220
1498,158071,The Nightmare Before Christmas (Special Edition),5,1,1,362828
1916,75374,Classic Speedboats: 1916-1939,4,5,4,377101
889,27668,Uncle Tungsten: Memories of a Chemical Boyhood,5,17,17,23345
1852,11677,Ella in Bloom,5,4,4,61648
1916,62831,"Fodor's Exploring Venice, 3rd Edition (Fodor's Exploring Venice)",4,4,4,152957
1833,23048,Faking It,2,6,2,637860
1106,75192,Yo Yo Love,5,0,0,289881
1259,170590,Shepherd Moons,5,2,1,298459
1916,101403,Icb Bible - Tween Cover Hc,4,39,34,550365
1220,38848,"Bob Books First! Level A, Set 1",5,17,16,142564
1649,119602,The Art Doll Chronicles: A Collaborative Journey of Discovery,5,8,8,358340
1003,143136,The American Revolution: Writings from the War of Independence (Library of America),5,6,6,667631
1916,23565,Feel Like Going Home : Portraits in Blues and Rock 'n' Roll,5,0,0,73587
734,62914,The Trial (Everyman's Library (Cloth)),5,4,3,154398
153,89081,The Hundred Secret Senses,3,4,3,593506
1195,119879,"The Deeper Wound: Recovering the Soul from Fear and Suffering, 100 Days of Healing",5,15,15,10902
1586,206432,Strange Little Girls,5,6,5,698263
1785,156074,King Ralph,5,2,2,62900
1916,118851,Sailor Moon Role-Playing Game and Resource Book,5,0,0,699150
1113,52186,Great Expectations (Bantam Classic),3,5,5,411735
1916,22430,Tully,5,0,0,696210
1181,119842,A Fine Balance,5,0,0,740281
1789,207000,Legally Blonde,4,0,0,496797
877,156408,Death Race 2000,4,5,3,74770
606,42268,Swimming Across: A Memoir,5,8,8,546382
12,158402,El Silmarillion,4,5,5,100597
1335,42665,Midnight Voices,4,1,1,5812
1486,12903,The Fencing Master: A Novel,5,2,2,172387
317,64017,The Talented Mr. Ripley (Vintage Crime/Black Lizard),5,5,5,541485
1916,163219,"American Trombone Concertos, Vol. 2",5,2,1,26954
1920,85927,A Bridge Too Far,2,2,0,564177
84,29970,Don't Know Much About the Civil War : Everything You Need to Know About America's Greatest Conflict but Never Learned (Don't Know Much About...(Paperback)),4,6,3,144536
1327,73578,Never Change,5,9,9,393224
20,201221,Cat Women of the Moon,5,4,4,75948
606,202345,Best in Show,5,7,7,358047
1863,177389,Live,5,2,1,149261
323,192932,Swordfish,2,7,2,378655
335,114069,Who Moved My Cheese? : Braille Edition (For the Visually Impaired),3,6,3,120957
1591,48487,Dracula (Dover Thrift Editions),3,4,2,119397
1053,170624,The Ultimate Bobby Darin,5,22,19,339742
340,126573,Take Time for Your Life: A Complete Program for Getting Your Life into Balance and Honoring Your True Priorities,5,8,8,83022
1501,40958,To Kill a Mockingbird,5,4,3,352894
869,204139,Heaven,5,5,3,710312
622,12587,What Happened to Lani Garver,4,2,2,220521
1502,10190,The Twenty-One Balloons,5,2,1,619653
54,200445,Digimon - The Movie,4,2,0,145581
1677,207760,Madonna: GHV2,5,6,4,379081
1843,202592,Eyes Wide Shut,5,5,2,616802
528,33747,The Fortune of War (Aubrey Maturin Series),5,7,2,218364
8,236,My Brother Sam Is Dead,4,3,3,547634
1105,117913,"Eragon (Inheritance, Book 1)",3,206,155,513371
938,55266,The Adventures Of Huckleberry Finn,5,1,0,178017
689,199426,My Little Margie - DVD Collection #1,2,25,2,149584
267,64147,Pecked to Death by Ducks (Vintage Departures),4,13,13,289419
348,30431,Murder on a Bad Hair Day: A Southern Sisters Mystery,3,2,0,617951
153,54368,The Chamber,4,0,0,48340
1916,113533,The Golden Helix: Inside Biotech Ventures,5,5,3,414863
870,211157,Fight Club,3,16,2,706021
213,164105,Power Windows,5,0,0,559358
1015,188122,Clear Air Turbulence,4,0,0,572028
1972,208568,Secrets,4,0,0,261120
1916,30858,Monty Python Speaks,5,1,1,724842
1214,216518,XXX (Full Screen Special Edition),1,7,3,532534
1916,52285,Some Buried Caesar,5,3,2,200428
541,200056,Mo' Better Blues,5,1,1,440074
705,157357,Village of Dreams,4,0,0,707951
97,70042,Good to Great CD: Why Some Companies Make the Leap...And Others Don't,5,19,11,556613
1217,59001,Bridget Jones : The Edge of Reason,3,3,0,47028
1055,63688,Bend Sinister,5,22,19,86517
198,7004,Windows 2000: A Beginner's Guide,5,16,15,160753
1118,214142,The Scorpion King Widescreen Collector's Edition + CD Soundtrack (Limited Edition),4,0,0,277824
1088,213862,Burnt Money,5,41,39,576269
1386,190064,Saving Private Ryan (Widescreen Edition),2,8,3,440414
1916,161403,By Heart: Piano Solos,5,1,0,558016
1916,183294,"Deep Concentration, Vol. 2: Deeper Concentration",4,4,0,163546
1916,189300,Philadelphonic,4,0,0,563915
745,207724,The Longest Day,5,4,3,278840
1916,114314,"The Holy Qur'an: Text, Translation and Commentary",5,33,25,411427
310,66440,You're Too Kind : A Brief History of Flattery,5,14,12,251669
146,2032,"The Lion, the Witch and the Wardrobe (C. Birmingham edition) (Narnia)",5,0,0,199696
874,152096,The War Room (EP Version),5,16,15,85984
87,13300,Macbeth (Arden Shakespeare Second (Paperback)),1,3,1,650104
530,56324,Apache: The Definitive Guide (3rd Edition),5,2,2,46693
1775,129463,The Red Tent (Wheeler Large Print Press (large print paper)),2,18,8,170576
1916,134543,Calm My Anxious Heart : A Woman's Guide to Contentment,4,20,19,18280
1953,181335,Shut 'Em  Down,5,4,2,671778
1180,58755,The Stone Diaries,2,6,3,520375
348,10873,Crime and Punishment (Penguin Classics),5,1,1,349583
1916,167809,Box of Fire,5,2,2,586822
1673,187612,Xanadu,2,3,2,185899
1473,54378,Life Makeovers,3,28,26,7675
1417,191040,Caligula (R-rated Version),5,4,2,108530
1250,219820,Sumday,5,4,2,438298
129,192597,The Shawshank Redemption,5,1,1,278949
546,204136,Not Another Teen Movie,3,2,0,232310
1281,64550,A Civil Action (Vintage),5,5,4,260754
1916,10681,"Faust, Part I (Faust)",5,7,5,180535
70,121950,A Table in the Desert:  Making Space Holy,5,3,3,732541
1916,87867,Dead Folks (Detective Sergeant Mulheisen Mysteries (Paperback)),5,2,2,560872
1916,158320,El Aleph,5,1,0,451273
977,153695,Casino,5,0,0,170742
1916,81611,Dawn of the Vampire,3,4,4,272968
1916,71812,The Bodywork and Massage Sourcebook,5,0,0,421220
1916,38542,Bob Fosse's Broadway,4,8,8,309800
472,18914,pat the bunny Collector's Edition (Pat the Bunny),5,2,2,260577
574,121980,A Guide for Using Island of the Blue Dolphins in the Classroom,5,2,1,196772
535,197258,The Alamo,5,5,1,714437
695,85135,L.A. Confidential,5,3,3,182635
617,20549,The Singing of the Dead,4,2,2,579181
1110,215307,Sports Night - The Complete Series Boxed Set,5,2,2,529745
1452,149598,"Friday the 13th, Part VIII - Jason Takes Manhattan",4,1,0,561091
20,148259,Marilyn Monroe: The Complete Last Sitting,5,6,6,527779
1916,175580,Meditations,5,6,5,528809
532,1022,A Cook's Tour : Global Adventures in Extreme Cuisines,5,12,12,342923
1918,11891,No Second Chance  unabridged cassettes,5,5,4,35725
88,1647,Big Red Barn,5,5,5,684965
33,172573,Rust in Peace,3,6,0,208291
1916,188086,Theatre of Pain,3,0,0,649360
660,30994,Excavation,4,1,0,6985
1195,73643,Paradise/Tender Triumph (Omnibus),4,1,1,489914
1478,167877,Bruce Springsteen - Greatest Hits,5,8,1,158149
297,11246,Romeo and Juliet (The Pelican Shakespeare),2,0,0,121892
1959,20896,The Boy in the Lake,5,5,5,698941
151,9995,White Noise : (Great Books Edition) (Penguin Great Books of the 20th Century),3,4,2,380853
1087,203950,Akira,4,2,1,198840
1916,205508,The Mask of Zorro (Special Edition),5,0,0,743462
1019,65583,Reason to Believe,5,1,1,267310
1928,155848,Pride and Prejudice (BBC TV Miniseries),5,0,0,500037
719,115218,As A Man Thinketh,5,6,6,391323
221,56089,Jamerican Connection,4,5,5,24989
215,37515,Darkfall,5,0,0,681114
922,40152,Where the Red Fern Grows,5,5,4,204714
1949,198763,"The Perfect Storm (Deluxe ""Mini"" Collector Set)",3,7,4,738820
1267,161561,G N R Lies,5,5,4,627855
164,213078,The Killer,5,4,4,224101
1551,133397,Ender's Game (Fantastic Audio Series),5,4,1,591682
1916,132559,"Aerosmith: The Making of ""Pump""",5,4,4,596919
889,43126,Earthly Possessions,4,7,7,329833
1502,59198,OPERATION TITANIC NANCY DREW HARDY BOYS SUPERMYSTERY 35 (NANCY DREW/HARDY BOYS),5,3,3,542218
1916,30479,One Moonlit Night,5,0,0,635963
366,195605,The '70s,5,7,5,58085
1769,13627,Pere Goriot (Oxford World's Classics Series),4,22,9,568446
389,26260,Seabiscuit,4,1,0,511379
1916,13453,Adventures of Huckleberry Finn (Oxford World's Classics),5,0,0,725362
1418,42872,Skin Tight,5,3,3,696387
182,78710,Idle Hands,4,0,0,345095
1647,53507,Final Target,3,11,8,358705
738,73893,"The Woad to Wuin : Sir Apropos of Nothing Book 2 (Sir  Apropos of Nothing, Book 2)",5,1,1,72008
378,10458,The Adventures of Huckleberry Finn : Revised Edition (Penguin Classics),5,1,1,476180
1809,69573,"Neighbors : The Destruction of the Jewish Community in Jedwabne, Poland",4,94,50,587209
1916,128909,The Magical First Day,5,4,3,151433
407,170569,At the Ryman,5,4,4,424669
1916,154917,Gone Fishin',4,6,4,709820
110,215547,Undisputed,4,2,2,303910
1681,23048,Faking It,4,0,0,41764
1109,97019,Charming Lily,5,6,6,14794
1314,138625,Lady Cottington's Pressed Fairy Book,2,11,3,189260
235,206835,Morning Orbit,5,3,3,738823
186,206252,One Night at McCool's,4,0,0,279622
1506,81768,The Lexus and the Olive Tree (Thorndike Large Print Basic Series),3,40,32,85850
18,154076,Twister,4,11,10,185041
1916,153385,Showgirls,5,2,2,632276
1916,95046,The Other Side of Everest : Climbing the North Face Through the Killer Storm,5,1,0,674524
1128,68052,Ramona and Her Mother,5,1,1,346447
1916,177896,In the Nightside Eclipse,5,0,0,367054
708,27972,Nobody's Perfect : Writings from The New Yorker,4,40,37,158507
276,192885,Snatch (Special Edition),5,8,5,255930
1916,177727,70th Birthday Concert,3,6,4,375937
1756,184716,A Knight's Tale,4,2,2,369912
1264,195571,Faith & Courage,4,2,2,421427
267,109278,Open and Shut,3,10,7,59998
1502,85130,Sphere,5,3,1,133400
450,32065,Dragonfly in Amber,5,4,4,156004
65,72220,"The Devil in the White City : Murder, Magic, Madness, and the Fair that Changed America (Illinois)",3,3,2,274679
689,76252,The Purpose Driven Life: What on Earth Am I Here For?,1,240,36,741853
1561,92200,Tales of the South Pacific,5,10,8,73296
1788,215542,Reign of Fire,4,3,2,60926
1159,63548,The Crisis of Islam: Holy War and Unholy Terror,4,22,18,90834
1059,169531,No Quarter: Jimmy Page & Robert Plant Unledded,4,11,11,20023
1527,132427,An Instance of the Fingerpost : A Novel,5,3,2,3739
564,209062,Return of the Regulator,2,4,3,307542
1874,11256,At Home in Mitford (The Mitford Years),5,0,0,144243
12,57613,The Hobbit and The Lord of the Rings,5,4,3,301246
1286,13506,Wuthering Heights (Oxford World's Classics),4,0,0,254845
238,192863,Zoolander,5,1,1,378467
136,1859,Sabriel (The Abhorsen Trilogy),5,0,0,607912
1028,70013,American Gods,5,7,6,161673
1639,204128,Behind Enemy Lines,4,8,6,78008
992,75159,Mirrored Life,5,3,2,663435
415,17407,The Elusive Quest for Growth: Economists' Adventures and Misadventures in the Tropics,5,5,4,125954
1916,165427,Look at Me Now,5,3,3,373336
1252,125938,"The Kindly Ones (Sandman, Book 9)",5,1,1,740850
992,136664,Real Saved Folks,3,2,2,472102
1703,194953,Big Funny,5,3,3,592816
1916,129246,Empire of the Sun,5,2,2,685619
1600,216431,Antonia's Line,5,4,3,340896
1560,201252,Dragon Inn,3,9,3,591353
525,130562,The Lion's Game,5,1,1,716842
1040,46619,Rebel with a Cause : The Entrepreneur Who Created the University of Phoenix and the For-Profit Revolution in Higher Education,3,13,11,395897
874,166144,Boston,5,4,4,216854
1329,57130,"The Golden Compass (His Dark Materials, Book 1)",4,1,1,54475
706,132797,Warlock,4,6,6,289777
531,122151,Fields of Fire (Bluejacket Books),5,5,4,645555
1685,139018,Purity In Death (In Death),3,13,3,532749
1864,210671,My Favorite Brunette,4,0,0,646937
1570,204953,Riding with the King,5,0,0,224398
1692,127201,The Endurance : Shackleton's Legendary Antarctic Expedition,5,0,0,169696
1916,89600,Oh Fudge!: A Celebration of America's Favorite Candy,5,9,9,687818
1273,60314,All Good Things... (Star Trek: The Next Generation),3,0,0,235774
150,27881,Shroud,4,12,11,670663
1526,71747,The Bondage Breaker: Youth Edition,5,4,3,360632
1051,74548,Grand Theft Auto: Vice City Official Strategy Guide,5,7,6,237041
70,131336,Painting on Ceramics,5,6,6,122594
1916,165270,Personal Forest,5,7,6,121230
1970,73413,Pay It Forward,4,1,1,106095
1378,61060,Canterbury Tales (Enriched Classics),5,117,108,330017
367,153662,Rocky,5,4,3,103823
181,94480,Ender's Game (Ender Wiggin Saga),5,1,1,389146
463,158792,Matilda (Spanish Language Edition),5,0,0,716598
200,154918,Romy and Michele's High School Reunion,5,2,1,252099
1474,63069,Midnight in the Garden of Good and Evil,3,9,8,10700
271,114064,Harry Potter and the Sorcerer's Stone,4,2,0,42309
1636,203449,The Giant Gila Monster/The Wasp Woman,5,1,1,334989
1356,86552,Paradise Road,3,13,5,532819
418,12356,No Matter What,4,5,4,213713
933,159556,12 Play,5,9,6,703200
1916,206642,Frankenchrist,5,4,4,614626
1385,198463,Left Behind - The Movie,1,5,4,52509
1075,184580,The Field,4,4,3,579874
1423,101841,Freud for Beginners (Writing and Readers Documentary Comic Books),4,9,8,129475
1716,26250,Dragon's Kin,5,19,13,179485
94,152993,Joseph Campbell and the Power of Myth - Vols. 1-6,5,5,5,510037
1823,5407,If You Give a Mouse a Cookie (If You Give... Books (Paperback)),5,4,4,180602
1502,76784,Gerbils (Barrons Complete Owner's Manual),4,0,0,111486
1084,166179,Down Two Then Left,5,1,1,374074
1069,150305,Bathing Beauty,5,2,2,479657
203,218997,Antenna,3,0,0,171845
862,202445,Gotta Tell You,4,6,5,667454
8,191133,"South Park - Bigger, Longer & Uncut",4,0,0,721660
373,189116,Inner Voices,5,0,0,102225
1811,142481,Desperation,5,0,0,249633
1753,50507,King Richard III (The New Cambridge Shakespeare),5,2,2,249727
61,192845,Traffic,4,1,1,166540
1916,80287,Daylight,4,3,3,664227
1916,145801,Orphans of the Cold War: America and the Tibetan Struggle for Survival,5,1,1,417402
155,154523,"Monty Python Gift Set (Monty Python and the Holy Grail, And Now For Something Completely Different)",4,10,6,569203
828,217292,fear dot com,3,6,5,84016
1916,44798,Secrets of Seduction for Women,4,1,1,519606
1250,195128,The Sophtware Slump,5,1,1,688045
592,80657,Reservoir Dogs,5,2,2,239824
1502,161139,Homework,5,3,3,684642
70,15821,A Practical Guide to Red Hat Linux 8,5,2,2,411210
1502,69917,Postmortem,5,2,2,382539
1087,85588,Raiders of the Lost Ark (Widescreen Edition),5,0,0,186863
400,80684,L.A. Story,4,4,3,504430
104,83770,The Hobbit,1,47,2,720923
1916,180239,Behind The Scene,5,4,2,475420
103,157608,The World Is Not Enough,4,4,2,398103
813,138458,Rich Dad's Prophecy: Why the Biggest Stock Market Crash in History is Still Coming...and How You Can Prepare Yourself and Profit From It!,5,12,2,368913
1068,155169,Assault of the Killer Bimbos,1,3,2,94792
1828,77860,Fahrenheit 451 (Cliffs Notes),5,0,0,633400
1391,2231,Another Planet : A Year in the Life of a Suburban High School,4,2,1,214818
1076,157716,Slacker,3,14,7,500360
1993,139625,Chesapeake Blue (Chesapeake Bay),5,14,13,486754
1353,28390,Black House,5,5,5,685300
1980,191702,Sweetback's Baadasssss Song / Don't Play Us Cheap [2 on 1],4,2,1,421437
302,43177,The Dead Zone,5,0,0,632653
1916,66077,The Motley Fool Investment Workbook,4,7,7,212295
1408,75820,"Glenn Dickey's 49ers: The Rise, Fall, and Rebirth of the NFL's Greatest Dynasty",3,2,2,721605
1375,211050,"Star Wars: Episode II, Attack of the Clones",4,3,2,243525
530,85273,Seven Brides for Seven Brothers,5,2,2,584957
1916,182274,Sufi Song:Soul Of Pakistan,5,5,2,529362
483,188668,Live at Woodstock,4,6,4,218961
1108,199303,Scary Movie,5,2,0,516414
1262,115998,Application of Chaos Theory to Psychological Models,2,8,7,263078
321,48120,My Antonia (Dover Thrift Editions),5,8,4,284488
196,1442,Little Altars Everywhere non-returnable,5,2,2,86586
1261,204275,Talk to Her (Hable con Ella),5,4,1,398322
1006,85304,Where Eagles Dare,4,29,17,690442
1057,192919,Shrek (Two-Disc Special Edition),4,0,0,540596
1098,1130,Fire,1,5,1,462178
889,41388,Somebody's Someone : A Memoir,4,5,5,577809
824,43774,Dead Sleep,5,2,2,113418
653,150945,Live and Let Die,3,0,0,436711
942,29241,The Rise of Theodore Roosevelt (Modern Library Paperbacks),5,3,3,61974
174,123247,Pretty Woman,5,7,0,613255
779,158437,Fish! (Spanish Language Edition),5,1,0,392427
299,187276,Unplugged,2,7,4,644182
783,63901,A Cure for Dreams (Vintage Contemporaries),2,7,7,662259
1916,179170,More Miles Than Money: Live 1994-96,5,1,1,77067
481,82771,Theater of the Stars : A Novel of Physics and Memory,5,3,3,193219
982,207904,Chopper,5,5,5,128712
161,31471,Roots,5,16,16,273766
1502,84215,DK Readers: Shark Attack! (Level 3: Reading Alone),5,0,0,713169
1915,99919,"The Mark: The Beast Rules the World (Left Behind, 8)",5,1,1,535546
1179,219627,The Pianist (Full Screen Edition),5,28,25,173034
750,207151,Pearl Harbor (Widescreen Edition),4,2,2,454478
1916,167860,It Was Written,4,0,0,667394
1916,6110,Basic Econometrics (Student Solution Manual),5,2,2,482795
1916,52161,Macbeth (Bantam Classics),5,1,0,648564
150,89909,The Story of the Night: A Novel,4,7,7,223629
544,120344,Frankenstein: the original 1818 text (Broadview Literary Texts),4,1,0,637780
150,74717,Harry Potter and the Chamber of Secrets,4,4,3,34930
251,174521,Now,4,2,1,206220
1636,154374,The First Wives Club,5,2,0,643659
874,80470,The Mummy,4,3,2,249015
311,199141,"Manhunter (Director's Cut, Limited Edition Set)",3,12,1,36331
1876,37190,Colloquial Turkish : The Complete Course for Beginners (Colloquial Series) (Colloquial Series (Book Only)),5,6,5,79826
1825,175994,Goo,5,4,3,174513
874,218130,Kiki's Delivery Service,5,2,2,527180
279,41827,Wish You Well,5,0,0,359207
1696,140470,Shirley (Wordsworth Collection),5,12,11,327452
1916,129248,I Am Not Spock,5,12,12,212503
874,179249,Mozart's Magnificent Voyage,4,28,27,237434
186,202940,Dressed to Kill,4,0,0,182987
405,53497,The Blind Assassin,1,32,20,1952
989,66986,Flesh And Blood,5,6,5,182343
1414,153530,Assassins,3,0,0,270756
1606,82717,The Art of Deception,4,2,1,712104
1916,127588,The Bible Made Easy,5,9,8,338936
1916,189223,How the Supersuckers Became the Greatest Rock and Roll Band in the World,5,1,1,36263
1162,28936,The Dying Animal,4,21,14,616919
1831,164097,A Farewell to Kings,5,0,0,307733
1295,918,Victoria and the Rogue (An Avon True Romance),5,5,4,525996
301,192838,Almost Famous,4,1,0,26150
1207,23049,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),5,13,7,259881
1283,41612,The Notebook,5,0,0,473122
1690,156416,Pokemon - The Mystery of Mount Moon (Vol .2),3,2,1,452118
1451,170825,The Hits 2,5,4,3,223146
1552,44364,"The Tragedy of Romeo and Juliet (Signet Classic, 2686)",5,1,1,407947
957,85047,Batman & Robin,5,3,1,439626
1934,52675,"Fire Sea : The Death Gate Cycle, Volume 3 (Death Gate Cycle (Paperback))",5,1,1,337410
100,157692,Manon of the Spring,5,10,10,332876
1294,196533,Foreigner,5,3,1,728099
1588,23688,The Fifty Year Wound: The True Price of America's Cold War Victory,5,6,4,131365
616,86718,The Fifth Element,3,4,4,97681
1916,89246,Cacti of the United States and Canada,5,13,11,240077
1783,206582,The Fifth Element (Superbit Collection),5,15,10,310780
1502,5271,The Marvelous Land of Oz (Books of Wonder),5,3,3,346400
1809,167640,The Carnegie Hall Concert 1971,4,4,4,309404
1212,78026,Warrior in the Shadows,4,1,1,261591
24,201710,Lawrence of Arabia,3,1,1,91161
1916,174188,No Protection: Massive Attack Vs. Mad Professor,5,9,8,673255
886,27818,The Forest,5,3,3,270915
1916,172615,Simply the Best,5,11,10,714520
1502,113793,Samantha Saves the Day: A Summer Story (American Girls Collection),4,0,0,580938
1849,40290,"The Golden Compass (His Dark Materials, Book 1)",5,1,1,379656
1916,68223,Abiyoyo,5,6,6,446843
1873,27011,Three Daughters,4,16,16,701327
797,59031,Anna Karenina,5,9,3,335511
1916,37929,The Adult Student's Guide,5,7,6,257683
348,9430,Of Mice and Men (Twentieth-Century Classics),5,0,0,176204
403,155876,The Terminator,5,2,1,347935
1581,196435,Til We're Dead,4,2,2,446459
53,180211,McLintock!,4,3,2,633518
1278,59673,The Rose That Grew From Concrete,1,16,5,374029
1502,200328,O-Town,5,0,0,734535
1502,2041,Nora's Room,5,0,0,572711
1606,64887,"The Golden Compass (His Dark Materials, Book 1)",4,1,1,737179
1806,28242,The Da Vinci Code,5,2,0,107210
584,219672,Everything Must Go,4,1,0,405446
1558,91664,The Boxcar Children,4,3,1,407422
1502,53288,"Happy Birthday, Dear Amy (Replica 16)",4,1,1,535201
1916,22339,The Child Garden : A Low Comedy,5,2,2,553527
1371,62856,Baseball: An Illustrated History,2,6,1,644978
895,85588,Raiders of the Lost Ark (Widescreen Edition),5,1,0,519893
70,103349,Plan Your Estate: Absolutely Everything You Need to Know to Protect Your Loved Ones (Plan Your Estate National Edition),5,5,5,739181
1916,129715,"Banana Fish, Vol. 1",4,3,3,56099
307,54442,The Summons,3,2,2,59914
155,213370,High Crimes,2,6,6,349340
1311,204280,Analyze That (Widescreen),5,2,0,407843
1043,99314,The Indispensable Calvin And Hobbes,5,1,1,617514
334,192756,The Remains of the Day (Special Edition),4,17,15,433883
542,156347,Cube,2,4,0,44023
460,72222,The King of Torts,3,2,2,112652
1113,53887,Keeper,3,0,0,740203
1502,55353,Bsk #04 : Leprechauns Don't Play Basketball (The Adventures Of The Bailey School Kids),5,3,2,317005
1472,198654,Classic Drum Solos and Drum Battles,5,6,6,271762
1130,194258,MTV Unplugged,3,0,0,600417
56,56586,Julie and Romeo : A Novel,4,2,2,727678
1916,2790,Holy the Firm,2,36,12,660225
803,5020,Betsy-Tacy and Tib (Betsy-Tacy),5,0,0,290418
683,31983,The Smoke Jumper,4,5,2,232664
1949,124575,Dracula (Bookcassette(r) Edition),5,0,0,665732
1561,183245,It Might as Well Be Swing,5,1,1,349142
1403,156546,Straw Dogs,3,1,1,232333
1916,151475,Virgil Donati: Power Drumming,5,4,0,639769
1502,63468,The Island of Dr. Moreau (Modern Library),5,3,1,630883
1297,153948,Elmo Saves Christmas,4,3,2,412842
1916,132155,Dead Man's Folly,4,2,2,290416
1431,85104,Dangerous Beauty,1,24,2,379693
1546,209028,Village People - Can't Stop the Music,5,5,3,355960
1955,53094,The Testament (John Grishham),4,1,1,690042
1281,64661,Flood (Vintage Crime/Black Lizard),5,20,20,204477
